time;V(/OUT_N);V(/OUT_P);V(/OUT_SINGLE);V(/SE_IN+);
9.91638;2.13549;2.13603;7.75492;7.53623;
9.91639;2.1329;2.13348;7.73955;7.53364;
9.9164;2.13016;2.13078;7.72321;7.5309;
9.91641;2.12729;2.12793;7.70594;7.52802;
9.91642;2.12428;2.12496;7.68781;7.52502;
9.91643;2.12116;2.12187;7.66891;7.5219;
9.91644;2.11793;2.11867;7.64929;7.51867;
9.91645;2.11462;2.11538;7.62905;7.51536;
9.91646;2.11123;2.112;7.60826;7.51196;
9.91647;2.10777;2.10856;7.58699;7.50851;
9.91648;2.10426;2.10507;7.56535;7.505;
9.91649;2.10072;2.10154;7.5434;7.50145;
9.9165;2.09715;2.09798;7.52124;7.49788;
9.91651;2.09357;2.09441;7.49896;7.49431;
9.91652;2.09;2.09084;7.47664;7.49074;
9.91653;2.08645;2.08728;7.45437;7.48719;
9.91654;2.08293;2.08376;7.43224;7.48367;
9.91655;2.07946;2.08028;7.41034;7.4802;
9.91656;2.07605;2.07686;7.38875;7.47679;
9.91657;2.07272;2.07351;7.36756;7.47345;
9.91658;2.06947;2.07024;7.34685;7.47021;
9.91659;2.06632;2.06707;7.3267;7.46706;
9.9166;2.06329;2.06402;7.3072;7.46403;
9.91661;2.06038;2.06108;7.28842;7.46112;
9.91662;2.05761;2.05828;7.27043;7.45835;
9.91663;2.05498;2.05562;7.2533;7.45572;
9.91664;2.05252;2.05312;7.23711;7.45326;
9.91665;2.05022;2.05078;7.22192;7.45096;
9.91666;2.04809;2.04862;7.20778;7.44883;
9.91667;2.04615;2.04664;7.19476;7.4469;
9.91668;2.04441;2.04485;7.1829;7.44515;
9.91669;2.04286;2.04326;7.17225;7.4436;
9.9167;2.04152;2.04187;7.16285;7.44226;
9.91671;2.04039;2.04069;7.15474;7.44113;
9.91672;2.03947;2.03972;7.14795;7.44022;
9.91673;2.03878;2.03898;7.14251;7.43952;
9.91674;2.0383;2.03845;7.13844;7.43905;
9.91675;2.03805;2.03815;7.13576;7.4388;
9.91676;2.03802;2.03807;7.13447;7.43877;
9.91677;2.03822;2.03821;7.13459;7.43897;
9.91678;2.03864;2.03858;7.1361;7.43939;
9.91679;2.03929;2.03917;7.13901;7.44004;
9.9168;2.04015;2.03998;7.14331;7.4409;
9.91681;2.04123;2.04101;7.14897;7.44198;
9.91682;2.04252;2.04225;7.15598;7.44327;
9.91683;2.04402;2.0437;7.1643;7.44477;
9.91684;2.04572;2.04535;7.1739;7.44647;
9.91685;2.04761;2.0472;7.18476;7.44836;
9.91686;2.04969;2.04923;7.19681;7.45044;
9.91687;2.05195;2.05145;7.21002;7.4527;
9.91688;2.05437;2.05384;7.22434;7.45513;
9.91689;2.05696;2.05639;7.2397;7.45772;
9.9169;2.0597;2.05909;7.25604;7.46046;
9.91691;2.06258;2.06193;7.27331;7.46333;
9.91692;2.06558;2.0649;7.29144;7.46634;
9.91693;2.0687;2.06799;7.31034;7.46946;
9.91694;2.07193;2.07119;7.32996;7.47268;
9.91695;2.07524;2.07448;7.3502;7.476;
9.91696;2.07863;2.07786;7.37099;7.47939;
9.91697;2.08209;2.0813;7.39226;7.48285;
9.91698;2.0856;2.08479;7.4139;7.48636;
9.91699;2.08914;2.08832;7.43585;7.4899;
9.917;2.09271;2.09188;7.45801;7.49347;
9.91701;2.09629;2.09545;7.48029;7.49705;
9.91702;2.09986;2.09902;7.50261;7.50062;
9.91703;2.10341;2.10258;7.52488;7.50417;
9.91704;2.10693;2.1061;7.54701;7.50769;
9.91705;2.1104;2.10958;7.56891;7.51116;
9.91706;2.11381;2.113;7.5905;7.51457;
9.91707;2.11714;2.11635;7.61169;7.5179;
9.91708;2.12039;2.11962;7.6324;7.52115;
9.91709;2.12354;2.12279;7.65255;7.52429;
9.9171;2.12657;2.12585;7.67205;7.52733;
9.91711;2.12948;2.12878;7.69083;7.53024;
9.91712;2.13226;2.13159;7.70882;7.53301;
9.91713;2.13488;2.13424;7.72595;7.53564;
9.91714;2.13735;2.13675;7.74214;7.5381;
9.91715;2.13965;2.13908;7.75733;7.5404;
9.91716;2.14177;2.14125;7.77147;7.54253;
9.91717;2.14371;2.14323;7.78449;7.54447;
9.91718;2.14546;2.14502;7.79636;7.54621;
9.91719;2.14701;2.14661;7.80701;7.54776;
9.9172;2.14835;2.148;7.8164;7.5491;
9.91721;2.14948;2.14918;7.82451;7.55023;
9.91722;2.15039;2.15014;7.8313;7.55114;
9.91723;2.15109;2.15089;7.83674;7.55184;
9.91724;2.15157;2.15142;7.84081;7.55231;
9.91725;2.15182;2.15172;7.84349;7.55257;
9.91726;2.15184;2.1518;7.84478;7.55259;
9.91727;2.15165;2.15165;7.84466;7.55239;
9.91728;2.15123;2.15129;7.84315;7.55197;
9.91729;2.15058;2.15069;7.84024;7.55133;
9.9173;2.14972;2.14988;7.83594;7.55046;
9.91731;2.14864;2.14885;7.83028;7.54938;
9.91732;2.14735;2.14761;7.82328;7.54809;
9.91733;2.14585;2.14616;7.81495;7.54659;
9.91734;2.14415;2.14451;7.80535;7.54489;
9.91735;2.14226;2.14267;7.7945;7.543;
9.91736;2.14018;2.14063;7.78244;7.54092;
9.91737;2.13792;2.13841;7.76923;7.53866;
9.91738;2.13549;2.13603;7.75492;7.53623;
9.91739;2.1329;2.13348;7.73955;7.53364;
9.9174;2.13016;2.13078;7.72321;7.5309;
9.91741;2.12728;2.12793;7.70594;7.52803;
9.91742;2.12428;2.12496;7.68781;7.52502;
9.91743;2.12116;2.12187;7.66891;7.5219;
9.91744;2.11793;2.11867;7.64929;7.51867;
9.91745;2.11462;2.11538;7.62905;7.51536;
9.91746;2.11122;2.112;7.60826;7.51197;
9.91747;2.10777;2.10856;7.58699;7.50851;
9.91748;2.10426;2.10507;7.56535;7.505;
9.91749;2.10071;2.10154;7.5434;7.50146;
9.9175;2.09715;2.09798;7.52124;7.49789;
9.91751;2.09357;2.0944;7.49896;7.49431;
9.91752;2.09;2.09083;7.47664;7.49074;
9.91753;2.08645;2.08728;7.45437;7.48719;
9.91754;2.08293;2.08376;7.43224;7.48367;
9.91755;2.07946;2.08028;7.41034;7.4802;
9.91756;2.07605;2.07686;7.38875;7.47679;
9.91757;2.07272;2.07351;7.36756;7.47346;
9.91758;2.06947;2.07024;7.34685;7.47021;
9.91759;2.06632;2.06707;7.3267;7.46706;
9.9176;2.06329;2.06402;7.3072;7.46403;
9.91761;2.06038;2.06108;7.28842;7.46112;
9.91762;2.05761;2.05828;7.27043;7.45835;
9.91763;2.05498;2.05562;7.2533;7.45573;
9.91764;2.05251;2.05312;7.23711;7.45326;
9.91765;2.05021;2.05078;7.22192;7.45096;
9.91766;2.04809;2.04862;7.20778;7.44884;
9.91767;2.04615;2.04664;7.19476;7.4469;
9.91768;2.04441;2.04485;7.1829;7.44515;
9.91769;2.04286;2.04325;7.17225;7.44361;
9.9177;2.04152;2.04187;7.16285;7.44227;
9.91771;2.04039;2.04069;7.15474;7.44114;
9.91772;2.03947;2.03972;7.14795;7.44022;
9.91773;2.03878;2.03898;7.14251;7.43953;
9.91774;2.0383;2.03845;7.13844;7.43905;
9.91775;2.03805;2.03815;7.13576;7.4388;
9.91776;2.03802;2.03807;7.13447;7.43877;
9.91777;2.03822;2.03821;7.13459;7.43897;
9.91778;2.03864;2.03858;7.1361;7.43939;
9.91779;2.03928;2.03917;7.13901;7.44004;
9.9178;2.04015;2.03998;7.14331;7.4409;
9.91781;2.04123;2.04101;7.14897;7.44198;
9.91782;2.04252;2.04225;7.15598;7.44327;
9.91783;2.04402;2.0437;7.1643;7.44477;
9.91784;2.04571;2.04535;7.1739;7.44647;
9.91785;2.04761;2.0472;7.18476;7.44836;
9.91786;2.04969;2.04923;7.19681;7.45044;
9.91787;2.05195;2.05145;7.21002;7.4527;
9.91788;2.05437;2.05384;7.22434;7.45513;
9.91789;2.05696;2.05638;7.2397;7.45772;
9.9179;2.0597;2.05909;7.25604;7.46046;
9.91791;2.06258;2.06193;7.27331;7.46334;
9.91792;2.06558;2.0649;7.29144;7.46634;
9.91793;2.0687;2.06799;7.31034;7.46946;
9.91794;2.07193;2.07119;7.32996;7.47269;
9.91795;2.07524;2.07448;7.3502;7.476;
9.91796;2.07863;2.07785;7.37099;7.47939;
9.91797;2.08209;2.08129;7.39226;7.48285;
9.91798;2.0856;2.08479;7.4139;7.48636;
9.91799;2.08914;2.08832;7.43585;7.4899;
9.918;2.09271;2.09188;7.45801;7.49347;
9.91801;2.09629;2.09545;7.48029;7.49705;
9.91802;2.09986;2.09902;7.50261;7.50062;
9.91803;2.10341;2.10258;7.52488;7.50417;
9.91804;2.10693;2.1061;7.54701;7.50769;
9.91805;2.1104;2.10958;7.56891;7.51116;
9.91806;2.11381;2.113;7.5905;7.51457;
9.91807;2.11714;2.11635;7.61169;7.5179;
9.91808;2.12039;2.11962;7.6324;7.52115;
9.91809;2.12354;2.12279;7.65255;7.5243;
9.9181;2.12657;2.12584;7.67205;7.52733;
9.91811;2.12948;2.12878;7.69083;7.53024;
9.91812;2.13225;2.13158;7.70882;7.53301;
9.91813;2.13488;2.13424;7.72595;7.53564;
9.91814;2.13735;2.13674;7.74214;7.53811;
9.91815;2.13965;2.13908;7.75733;7.54041;
9.91816;2.14177;2.14125;7.77147;7.54253;
9.91817;2.14371;2.14323;7.78449;7.54447;
9.91818;2.14546;2.14502;7.79636;7.54621;
9.91819;2.147;2.14661;7.80701;7.54776;
9.9182;2.14835;2.148;7.8164;7.5491;
9.91821;2.14948;2.14918;7.82451;7.55023;
9.91822;2.15039;2.15014;7.8313;7.55115;
9.91823;2.15109;2.15089;7.83674;7.55184;
9.91824;2.15156;2.15142;7.84081;7.55232;
9.91825;2.15182;2.15172;7.84349;7.55257;
9.91826;2.15184;2.1518;7.84478;7.5526;
9.91827;2.15165;2.15165;7.84466;7.5524;
9.91828;2.15122;2.15128;7.84315;7.55198;
9.91829;2.15058;2.15069;7.84024;7.55133;
9.9183;2.14972;2.14988;7.83594;7.55047;
9.91831;2.14864;2.14885;7.83028;7.54939;
9.91832;2.14735;2.14761;7.82328;7.5481;
9.91833;2.14585;2.14616;7.81495;7.5466;
9.91834;2.14415;2.14451;7.80535;7.5449;
9.91835;2.14225;2.14266;7.7945;7.543;
9.91836;2.14017;2.14063;7.78244;7.54092;
9.91837;2.13792;2.13841;7.76923;7.53866;
9.91838;2.13549;2.13603;7.75492;7.53623;
9.91839;2.1329;2.13348;7.73955;7.53365;
9.9184;2.13016;2.13077;7.72321;7.53091;
9.91841;2.12728;2.12793;7.70594;7.52803;
9.91842;2.12428;2.12496;7.68781;7.52502;
9.91843;2.12116;2.12187;7.66891;7.5219;
9.91844;2.11793;2.11867;7.64929;7.51868;
9.91845;2.11462;2.11537;7.62905;7.51536;
9.91846;2.11122;2.112;7.60826;7.51197;
9.91847;2.10777;2.10856;7.58699;7.50851;
9.91848;2.10426;2.10507;7.56535;7.505;
9.91849;2.10071;2.10153;7.5434;7.50146;
9.9185;2.09715;2.09797;7.52124;7.49789;
9.91851;2.09357;2.0944;7.49896;7.49431;
9.91852;2.09;2.09083;7.47664;7.49074;
9.91853;2.08645;2.08728;7.45437;7.48719;
9.91854;2.08293;2.08376;7.43224;7.48367;
9.91855;2.07946;2.08028;7.41034;7.4802;
9.91856;2.07605;2.07686;7.38875;7.4768;
9.91857;2.07271;2.07351;7.36756;7.47346;
9.91858;2.06947;2.07024;7.34685;7.47021;
9.91859;2.06632;2.06707;7.3267;7.46707;
9.9186;2.06329;2.06401;7.3072;7.46403;
9.91861;2.06038;2.06108;7.28842;7.46113;
9.91862;2.05761;2.05828;7.27043;7.45835;
9.91863;2.05498;2.05562;7.2533;7.45573;
9.91864;2.05251;2.05312;7.23711;7.45326;
9.91865;2.05021;2.05078;7.22192;7.45096;
9.91866;2.04809;2.04861;7.20778;7.44884;
9.91867;2.04615;2.04663;7.19476;7.4469;
9.91868;2.0444;2.04484;7.1829;7.44516;
9.91869;2.04286;2.04325;7.17225;7.44361;
9.9187;2.04152;2.04186;7.16285;7.44227;
9.91871;2.04039;2.04069;7.15474;7.44114;
9.91872;2.03947;2.03972;7.14795;7.44022;
9.91873;2.03877;2.03897;7.14251;7.43953;
9.91874;2.0383;2.03845;7.13844;7.43905;
9.91875;2.03805;2.03814;7.13576;7.4388;
9.91876;2.03802;2.03807;7.13447;7.43878;
9.91877;2.03822;2.03821;7.13459;7.43898;
9.91878;2.03864;2.03858;7.1361;7.4394;
9.91879;2.03928;2.03917;7.13901;7.44004;
9.9188;2.04015;2.03998;7.14331;7.4409;
9.91881;2.04123;2.04101;7.14897;7.44198;
9.91882;2.04252;2.04225;7.15598;7.44328;
9.91883;2.04401;2.0437;7.1643;7.44477;
9.91884;2.04571;2.04535;7.1739;7.44647;
9.91885;2.04761;2.0472;7.18476;7.44837;
9.91886;2.04969;2.04923;7.19681;7.45045;
9.91887;2.05194;2.05145;7.21002;7.45271;
9.91888;2.05437;2.05383;7.22434;7.45513;
9.91889;2.05696;2.05638;7.2397;7.45772;
9.9189;2.0597;2.05908;7.25604;7.46046;
9.91891;2.06257;2.06193;7.27331;7.46334;
9.91892;2.06558;2.0649;7.29144;7.46634;
9.91893;2.0687;2.06799;7.31034;7.46946;
9.91894;2.07192;2.07119;7.32996;7.47269;
9.91895;2.07524;2.07448;7.3502;7.476;
9.91896;2.07863;2.07785;7.37099;7.4794;
9.91897;2.08209;2.08129;7.39226;7.48285;
9.91898;2.0856;2.08479;7.4139;7.48636;
9.91899;2.08914;2.08832;7.43585;7.48991;
9.919;2.09271;2.09188;7.45801;7.49347;
9.91901;2.09629;2.09545;7.48029;7.49705;
9.91902;2.09986;2.09902;7.50261;7.50062;
9.91903;2.10341;2.10258;7.52488;7.50417;
9.91904;2.10693;2.1061;7.54701;7.50769;
9.91905;2.1104;2.10958;7.56891;7.51116;
9.91906;2.11381;2.113;7.5905;7.51457;
9.91907;2.11714;2.11635;7.61169;7.51791;
9.91908;2.12039;2.11962;7.6324;7.52115;
9.91909;2.12354;2.12278;7.65255;7.5243;
9.9191;2.12657;2.12584;7.67205;7.52733;
9.91911;2.12948;2.12878;7.69083;7.53024;
9.91912;2.13225;2.13158;7.70882;7.53302;
9.91913;2.13488;2.13424;7.72595;7.53564;
9.91914;2.13735;2.13674;7.74214;7.53811;
9.91915;2.13965;2.13908;7.75733;7.54041;
9.91916;2.14177;2.14124;7.77147;7.54253;
9.91917;2.14371;2.14323;7.78449;7.54447;
9.91918;2.14546;2.14502;7.79636;7.54622;
9.91919;2.147;2.14661;7.80701;7.54776;
9.9192;2.14834;2.148;7.8164;7.5491;
9.91921;2.14948;2.14918;7.82451;7.55024;
9.91922;2.15039;2.15014;7.8313;7.55115;
9.91923;2.15109;2.15089;7.83674;7.55185;
9.91924;2.15156;2.15141;7.84081;7.55232;
9.91925;2.15181;2.15172;7.84349;7.55257;
9.91926;2.15184;2.1518;7.84478;7.5526;
9.91927;2.15164;2.15165;7.84466;7.5524;
9.91928;2.15122;2.15128;7.84315;7.55198;
9.91929;2.15058;2.15069;7.84024;7.55133;
9.9193;2.14972;2.14988;7.83594;7.55047;
9.91931;2.14864;2.14885;7.83028;7.54939;
9.91932;2.14734;2.14761;7.82328;7.5481;
9.91933;2.14585;2.14616;7.81495;7.5466;
9.91934;2.14415;2.14451;7.80535;7.5449;
9.91935;2.14225;2.14266;7.7945;7.54301;
9.91936;2.14017;2.14063;7.78244;7.54093;
9.91937;2.13791;2.13841;7.76923;7.53867;
9.91938;2.13549;2.13602;7.75492;7.53624;
9.91939;2.1329;2.13347;7.73955;7.53365;
9.9194;2.13016;2.13077;7.72321;7.53091;
9.91941;2.12728;2.12793;7.70594;7.52803;
9.91942;2.12428;2.12496;7.68781;7.52503;
9.91943;2.12115;2.12186;7.66891;7.52191;
9.91944;2.11793;2.11867;7.64929;7.51868;
9.91945;2.11461;2.11537;7.62905;7.51536;
9.91946;2.11122;2.112;7.60826;7.51197;
9.91947;2.10776;2.10856;7.58699;7.50851;
9.91948;2.10426;2.10507;7.56535;7.50501;
9.91949;2.10071;2.10153;7.5434;7.50146;
9.9195;2.09714;2.09797;7.52124;7.49789;
9.91951;2.09357;2.0944;7.49896;7.49432;
9.91952;2.09;2.09083;7.47664;7.49075;
9.91953;2.08645;2.08728;7.45437;7.4872;
9.91954;2.08293;2.08375;7.43224;7.48368;
9.91955;2.07946;2.08028;7.41034;7.48021;
9.91956;2.07605;2.07685;7.38875;7.4768;
9.91957;2.07271;2.0735;7.36756;7.47346;
9.91958;2.06947;2.07024;7.34685;7.47022;
9.91959;2.06632;2.06707;7.3267;7.46707;
9.9196;2.06329;2.06401;7.3072;7.46404;
9.91961;2.06038;2.06108;7.28842;7.46113;
9.91962;2.0576;2.05827;7.27043;7.45836;
9.91963;2.05498;2.05562;7.2533;7.45573;
9.91964;2.05251;2.05311;7.23711;7.45327;
9.91965;2.05021;2.05078;7.22192;7.45097;
9.91966;2.04809;2.04861;7.20778;7.44884;
9.91967;2.04615;2.04663;7.19476;7.4469;
9.91968;2.0444;2.04484;7.1829;7.44516;
9.91969;2.04286;2.04325;7.17225;7.44361;
9.9197;2.04152;2.04186;7.16285;7.44227;
9.91971;2.04038;2.04068;7.15474;7.44114;
9.91972;2.03947;2.03972;7.14795;7.44023;
9.91973;2.03877;2.03897;7.14251;7.43953;
9.91974;2.0383;2.03845;7.13844;7.43906;
9.91975;2.03805;2.03814;7.13576;7.43881;
9.91976;2.03802;2.03806;7.13447;7.43878;
9.91977;2.03822;2.03821;7.13459;7.43898;
9.91978;2.03864;2.03858;7.1361;7.4394;
9.91979;2.03928;2.03917;7.13901;7.44004;
9.9198;2.04014;2.03998;7.14331;7.44091;
9.91981;2.04122;2.04101;7.14897;7.44199;
9.91982;2.04252;2.04225;7.15598;7.44328;
9.91983;2.04401;2.0437;7.1643;7.44478;
9.91984;2.04571;2.04535;7.1739;7.44648;
9.91985;2.0476;2.0472;7.18476;7.44837;
9.91986;2.04968;2.04923;7.19681;7.45045;
9.91987;2.05194;2.05145;7.21002;7.45271;
9.91988;2.05437;2.05383;7.22434;7.45514;
9.91989;2.05696;2.05638;7.2397;7.45773;
9.9199;2.0597;2.05908;7.25604;7.46046;
9.91991;2.06257;2.06193;7.27331;7.46334;
9.91992;2.06558;2.0649;7.29144;7.46635;
9.91993;2.0687;2.06799;7.31034;7.46947;
9.91994;2.07192;2.07119;7.32996;7.47269;
9.91995;2.07524;2.07448;7.3502;7.47601;
9.91996;2.07863;2.07785;7.37099;7.4794;
9.91997;2.08209;2.08129;7.39226;7.48286;
9.91998;2.0856;2.08479;7.4139;7.48637;
9.91999;2.08914;2.08832;7.43585;7.48991;
9.92;2.09271;2.09188;7.45801;7.49348;
9.92001;2.09628;2.09545;7.48029;7.49705;
9.92002;2.09985;2.09902;7.50261;7.50062;
9.92003;2.10341;2.10257;7.52488;7.50418;
9.92004;2.10692;2.1061;7.54701;7.50769;
9.92005;2.1104;2.10958;7.56891;7.51116;
9.92006;2.1138;2.113;7.5905;7.51457;
9.92007;2.11714;2.11635;7.61169;7.51791;
9.92008;2.12039;2.11961;7.6324;7.52116;
9.92009;2.12353;2.12278;7.65255;7.5243;
9.9201;2.12657;2.12584;7.67205;7.52734;
9.92011;2.12948;2.12878;7.69083;7.53025;
9.92012;2.13225;2.13158;7.70882;7.53302;
9.92013;2.13488;2.13424;7.72595;7.53564;
9.92014;2.13734;2.13674;7.74214;7.53811;
9.92015;2.13965;2.13908;7.75733;7.54041;
9.92016;2.14177;2.14124;7.77147;7.54254;
9.92017;2.14371;2.14322;7.78449;7.54447;
9.92018;2.14545;2.14501;7.79636;7.54622;
9.92019;2.147;2.14661;7.80701;7.54777;
9.9202;2.14834;2.148;7.8164;7.54911;
9.92021;2.14947;2.14917;7.82451;7.55024;
9.92022;2.15039;2.15014;7.8313;7.55115;
9.92023;2.15109;2.15089;7.83674;7.55185;
9.92024;2.15156;2.15141;7.84081;7.55232;
9.92025;2.15181;2.15172;7.84349;7.55257;
9.92026;2.15184;2.1518;7.84478;7.5526;
9.92027;2.15164;2.15165;7.84466;7.5524;
9.92028;2.15122;2.15128;7.84315;7.55198;
9.92029;2.15058;2.15069;7.84024;7.55134;
9.9203;2.14971;2.14988;7.83594;7.55047;
9.92031;2.14863;2.14885;7.83028;7.54939;
9.92032;2.14734;2.14761;7.82328;7.5481;
9.92033;2.14584;2.14616;7.81495;7.5466;
9.92034;2.14415;2.14451;7.80535;7.5449;
9.92035;2.14225;2.14266;7.7945;7.54301;
9.92036;2.14017;2.14063;7.78244;7.54093;
9.92037;2.13791;2.13841;7.76923;7.53867;
9.92038;2.13548;2.13602;7.75492;7.53624;
9.92039;2.1329;2.13347;7.73955;7.53365;
9.9204;2.13016;2.13077;7.72321;7.53091;
9.92041;2.12728;2.12793;7.70594;7.52803;
9.92042;2.12427;2.12495;7.68781;7.52503;
9.92043;2.12115;2.12186;7.66891;7.52191;
9.92044;2.11793;2.11866;7.64929;7.51868;
9.92045;2.11461;2.11537;7.62905;7.51537;
9.92046;2.11122;2.112;7.60826;7.51197;
9.92047;2.10776;2.10856;7.58699;7.50852;
9.92048;2.10426;2.10507;7.56535;7.50501;
9.92049;2.10071;2.10153;7.5434;7.50146;
9.9205;2.09714;2.09797;7.52124;7.4979;
9.92051;2.09357;2.0944;7.49896;7.49432;
9.92052;2.09;2.09083;7.47664;7.49075;
9.92053;2.08644;2.08728;7.45437;7.4872;
9.92054;2.08293;2.08375;7.43224;7.48368;
9.92055;2.07946;2.08027;7.41034;7.48021;
9.92056;2.07605;2.07685;7.38875;7.4768;
9.92057;2.07271;2.0735;7.36756;7.47347;
9.92058;2.06946;2.07024;7.34685;7.47022;
9.92059;2.06632;2.06707;7.3267;7.46707;
9.9206;2.06328;2.06401;7.3072;7.46404;
9.92061;2.06038;2.06108;7.28842;7.46113;
9.92062;2.0576;2.05827;7.27043;7.45836;
9.92063;2.05498;2.05562;7.2533;7.45574;
9.92064;2.05251;2.05311;7.23711;7.45327;
9.92065;2.05021;2.05078;7.22192;7.45097;
9.92066;2.04809;2.04861;7.20778;7.44885;
9.92067;2.04615;2.04663;7.19476;7.44691;
9.92068;2.0444;2.04484;7.1829;7.44516;
9.92069;2.04286;2.04325;7.17225;7.44362;
9.9207;2.04151;2.04186;7.16285;7.44228;
9.92071;2.04038;2.04068;7.15474;7.44115;
9.92072;2.03947;2.03972;7.14795;7.44023;
9.92073;2.03877;2.03897;7.14251;7.43953;
9.92074;2.0383;2.03844;7.13844;7.43906;
9.92075;2.03805;2.03814;7.13576;7.43881;
9.92076;2.03802;2.03806;7.13447;7.43878;
9.92077;2.03822;2.03821;7.13459;7.43898;
9.92078;2.03864;2.03858;7.1361;7.4394;
9.92079;2.03928;2.03917;7.13901;7.44005;
9.9208;2.04014;2.03998;7.14331;7.44091;
9.92081;2.04122;2.04101;7.14897;7.44199;
9.92082;2.04251;2.04225;7.15598;7.44328;
9.92083;2.04401;2.0437;7.1643;7.44478;
9.92084;2.04571;2.04535;7.1739;7.44648;
9.92085;2.0476;2.04719;7.18476;7.44837;
9.92086;2.04968;2.04923;7.19681;7.45045;
9.92087;2.05194;2.05144;7.21002;7.45271;
9.92088;2.05437;2.05383;7.22434;7.45514;
9.92089;2.05696;2.05638;7.2397;7.45773;
9.9209;2.0597;2.05908;7.25604;7.46047;
9.92091;2.06257;2.06192;7.27331;7.46334;
9.92092;2.06558;2.0649;7.29144;7.46635;
9.92093;2.0687;2.06799;7.31034;7.46947;
9.92094;2.07192;2.07119;7.32996;7.4727;
9.92095;2.07524;2.07448;7.3502;7.47601;
9.92096;2.07863;2.07785;7.37099;7.4794;
9.92097;2.08209;2.08129;7.39226;7.48286;
9.92098;2.08559;2.08478;7.4139;7.48637;
9.92099;2.08914;2.08832;7.43585;7.48991;
9.921;2.09271;2.09188;7.45801;7.49348;
9.92101;2.09628;2.09545;7.48029;7.49706;
9.92102;2.09985;2.09902;7.50261;7.50063;
9.92103;2.10341;2.10257;7.52488;7.50418;
9.92104;2.10692;2.1061;7.54701;7.5077;
9.92105;2.11039;2.10958;7.56891;7.51117;
9.92106;2.1138;2.113;7.5905;7.51458;
9.92107;2.11714;2.11635;7.61169;7.51791;
9.92108;2.12039;2.11961;7.6324;7.52116;
9.92109;2.12353;2.12278;7.65255;7.52431;
9.9211;2.12657;2.12584;7.67205;7.52734;
9.92111;2.12948;2.12878;7.69083;7.53025;
9.92112;2.13225;2.13158;7.70882;7.53302;
9.92113;2.13488;2.13424;7.72595;7.53565;
9.92114;2.13734;2.13674;7.74214;7.53811;
9.92115;2.13964;2.13908;7.75733;7.54041;
9.92116;2.14177;2.14124;7.77147;7.54254;
9.92117;2.14371;2.14322;7.78449;7.54448;
9.92118;2.14545;2.14501;7.79636;7.54622;
9.92119;2.147;2.14661;7.80701;7.54777;
9.9212;2.14834;2.14799;7.8164;7.54911;
9.92121;2.14947;2.14917;7.82451;7.55024;
9.92122;2.15039;2.15014;7.8313;7.55116;
9.92123;2.15109;2.15089;7.83674;7.55185;
9.92124;2.15156;2.15141;7.84081;7.55233;
9.92125;2.15181;2.15172;7.84349;7.55258;
9.92126;2.15184;2.15179;7.84478;7.5526;
9.92127;2.15164;2.15165;7.84466;7.55241;
9.92128;2.15122;2.15128;7.84315;7.55198;
9.92129;2.15058;2.15069;7.84024;7.55134;
9.9213;2.14971;2.14988;7.83594;7.55048;
9.92131;2.14863;2.14885;7.83028;7.5494;
9.92132;2.14734;2.14761;7.82328;7.5481;
9.92133;2.14584;2.14616;7.81495;7.54661;
9.92134;2.14414;2.14451;7.80535;7.54491;
9.92135;2.14225;2.14266;7.7945;7.54301;
9.92136;2.14017;2.14062;7.78244;7.54093;
9.92137;2.13791;2.13841;7.76923;7.53867;
9.92138;2.13548;2.13602;7.75492;7.53624;
9.92139;2.13289;2.13347;7.73955;7.53365;
9.9214;2.13016;2.13077;7.72321;7.53092;
9.92141;2.12728;2.12793;7.70594;7.52804;
9.92142;2.12427;2.12495;7.68781;7.52503;
9.92143;2.12115;2.12186;7.66891;7.52191;
9.92144;2.11793;2.11866;7.64929;7.51869;
9.92145;2.11461;2.11537;7.62905;7.51537;
9.92146;2.11122;2.112;7.60826;7.51198;
9.92147;2.10776;2.10856;7.58699;7.50852;
9.92148;2.10425;2.10506;7.56535;7.50501;
9.92149;2.10071;2.10153;7.5434;7.50147;
9.9215;2.09714;2.09797;7.52124;7.4979;
9.92151;2.09357;2.0944;7.49896;7.49432;
9.92152;2.08999;2.09083;7.47664;7.49075;
9.92153;2.08644;2.08727;7.45437;7.4872;
9.92154;2.08292;2.08375;7.43224;7.48368;
9.92155;2.07945;2.08027;7.41034;7.48021;
9.92156;2.07604;2.07685;7.38875;7.4768;
9.92157;2.07271;2.0735;7.36756;7.47347;
9.92158;2.06946;2.07024;7.34685;7.47022;
9.92159;2.06632;2.06707;7.3267;7.46708;
9.9216;2.06328;2.06401;7.3072;7.46404;
9.92161;2.06037;2.06107;7.28842;7.46113;
9.92162;2.0576;2.05827;7.27043;7.45836;
9.92163;2.05498;2.05561;7.2533;7.45574;
9.92164;2.05251;2.05311;7.23711;7.45327;
9.92165;2.05021;2.05077;7.22192;7.45097;
9.92166;2.04809;2.04861;7.20778;7.44885;
9.92167;2.04615;2.04663;7.19476;7.44691;
9.92168;2.0444;2.04484;7.1829;7.44517;
9.92169;2.04285;2.04325;7.17225;7.44362;
9.9217;2.04151;2.04186;7.16285;7.44228;
9.92171;2.04038;2.04068;7.15474;7.44115;
9.92172;2.03947;2.03972;7.14795;7.44023;
9.92173;2.03877;2.03897;7.14251;7.43954;
9.92174;2.0383;2.03844;7.13844;7.43906;
9.92175;2.03804;2.03814;7.13576;7.43881;
