time;V(/OUT_N);V(/OUT_P);V(/OUT_SINGLE);V(/SE_IN+);
9.00532;2.14909;2.14936;7.82328;7.54438;
9.00533;2.14759;2.14791;7.81495;7.54288;
9.00534;2.14589;2.14626;7.80535;7.54118;
9.00535;2.144;2.14441;7.7945;7.53929;
9.00536;2.14192;2.14238;7.78244;7.53721;
9.00537;2.13966;2.14016;7.76923;7.53495;
9.00538;2.13723;2.13777;7.75492;7.53252;
9.00539;2.13465;2.13522;7.73955;7.52993;
9.0054;2.13191;2.13252;7.72321;7.52719;
9.00541;2.12903;2.12968;7.70594;7.52431;
9.00542;2.12602;2.1267;7.68781;7.52131;
9.00543;2.1229;2.12361;7.66891;7.51819;
9.00544;2.11968;2.12041;7.64929;7.51496;
9.00545;2.11636;2.11712;7.62905;7.51165;
9.00546;2.11297;2.11375;7.60826;7.50825;
9.00547;2.10951;2.11031;7.58699;7.5048;
9.00548;2.106;2.10681;7.56535;7.50129;
9.00549;2.10246;2.10328;7.5434;7.49774;
9.0055;2.09889;2.09972;7.52124;7.49418;
9.00551;2.09532;2.09615;7.49896;7.4906;
9.00552;2.09174;2.09258;7.47664;7.48703;
9.00553;2.08819;2.08903;7.45437;7.48348;
9.00554;2.08468;2.0855;7.43224;7.47996;
9.00555;2.0812;2.08202;7.41034;7.47649;
9.00556;2.0778;2.0786;7.38875;7.47308;
9.00557;2.07446;2.07525;7.36756;7.46975;
9.00558;2.07121;2.07199;7.34685;7.4665;
9.00559;2.06807;2.06882;7.3267;7.46335;
9.0056;2.06503;2.06576;7.3072;7.46032;
9.00561;2.06212;2.06282;7.28842;7.45741;
9.00562;2.05935;2.06002;7.27043;7.45464;
9.00563;2.05673;2.05736;7.2533;7.45201;
9.00564;2.05426;2.05486;7.23711;7.44955;
9.00565;2.05196;2.05252;7.22192;7.44725;
9.00566;2.04984;2.05036;7.20778;7.44512;
9.00567;2.0479;2.04838;7.19476;7.44319;
9.00568;2.04615;2.04659;7.1829;7.44144;
9.00569;2.0446;2.045;7.17225;7.43989;
9.0057;2.04326;2.04361;7.16285;7.43855;
9.00571;2.04213;2.04243;7.15474;7.43742;
9.00572;2.04122;2.04147;7.14795;7.43651;
9.00573;2.04052;2.04072;7.14251;7.43581;
9.00574;2.04005;2.04019;7.13844;7.43534;
9.00575;2.03979;2.03989;7.13576;7.43509;
9.00576;2.03977;2.03981;7.13447;7.43506;
9.00577;2.03996;2.03996;7.13459;7.43526;
9.00578;2.04039;2.04033;7.1361;7.43568;
9.00579;2.04103;2.04092;7.13901;7.43633;
9.0058;2.04189;2.04173;7.14331;7.43719;
9.00581;2.04297;2.04276;7.14897;7.43827;
9.00582;2.04426;2.044;7.15598;7.43956;
9.00583;2.04576;2.04545;7.1643;7.44106;
9.00584;2.04746;2.0471;7.1739;7.44276;
9.00585;2.04935;2.04894;7.18476;7.44465;
9.00586;2.05143;2.05098;7.19681;7.44673;
9.00587;2.05369;2.05319;7.21002;7.44899;
9.00588;2.05612;2.05558;7.22434;7.45142;
9.00589;2.05871;2.05813;7.2397;7.45401;
9.0059;2.06144;2.06083;7.25604;7.45675;
9.00591;2.06432;2.06367;7.27331;7.45962;
9.00592;2.06733;2.06665;7.29144;7.46263;
9.00593;2.07045;2.06974;7.31034;7.46575;
9.00594;2.07367;2.07293;7.32996;7.46897;
9.00595;2.07699;2.07623;7.3502;7.47229;
9.00596;2.08038;2.0796;7.37099;7.47568;
9.00597;2.08383;2.08304;7.39226;7.47914;
9.00598;2.08734;2.08653;7.4139;7.48265;
9.00599;2.09089;2.09007;7.43585;7.48619;
9.006;2.09445;2.09363;7.45801;7.48976;
9.00601;2.09803;2.0972;7.48029;7.49334;
9.00602;2.1016;2.10077;7.50261;7.49691;
9.00603;2.10515;2.10432;7.52488;7.50046;
9.00604;2.10867;2.10784;7.54701;7.50398;
9.00605;2.11214;2.11132;7.56891;7.50745;
9.00606;2.11555;2.11475;7.5905;7.51086;
9.00607;2.11889;2.1181;7.61169;7.51419;
9.00608;2.12213;2.12136;7.6324;7.51744;
9.00609;2.12528;2.12453;7.65255;7.52059;
9.0061;2.12832;2.12759;7.67205;7.52362;
9.00611;2.13123;2.13053;7.69083;7.52653;
9.00612;2.134;2.13333;7.70882;7.5293;
9.00613;2.13662;2.13599;7.72595;7.53193;
9.00614;2.13909;2.13849;7.74214;7.53439;
9.00615;2.14139;2.14083;7.75733;7.53669;
9.00616;2.14352;2.14299;7.77147;7.53882;
9.00617;2.14546;2.14497;7.78449;7.54076;
9.00618;2.1472;2.14676;7.79636;7.5425;
9.00619;2.14875;2.14835;7.80701;7.54405;
9.0062;2.15009;2.14974;7.8164;7.54539;
9.00621;2.15122;2.15092;7.82451;7.54652;
9.00622;2.15214;2.15189;7.8313;7.54744;
9.00623;2.15283;2.15263;7.83674;7.54813;
9.00624;2.15331;2.15316;7.84081;7.54861;
9.00625;2.15356;2.15346;7.84349;7.54886;
9.00626;2.15359;2.15354;7.84478;7.54888;
9.00627;2.15339;2.1534;7.84466;7.54869;
9.00628;2.15297;2.15303;7.84315;7.54826;
9.00629;2.15232;2.15244;7.84024;7.54762;
9.0063;2.15146;2.15163;7.83594;7.54676;
9.00631;2.15038;2.1506;7.83028;7.54568;
9.00632;2.14909;2.14936;7.82328;7.54438;
9.00633;2.14759;2.14791;7.81495;7.54289;
9.00634;2.14589;2.14626;7.80535;7.54119;
9.00635;2.144;2.14441;7.7945;7.53929;
9.00636;2.14192;2.14237;7.78244;7.53721;
9.00637;2.13966;2.14016;7.76923;7.53495;
9.00638;2.13723;2.13777;7.75492;7.53252;
9.00639;2.13464;2.13522;7.73955;7.52993;
9.0064;2.1319;2.13252;7.72321;7.5272;
9.00641;2.12903;2.12967;7.70594;7.52432;
9.00642;2.12602;2.1267;7.68781;7.52131;
9.00643;2.1229;2.12361;7.66891;7.51819;
9.00644;2.11968;2.12041;7.64929;7.51497;
9.00645;2.11636;2.11712;7.62905;7.51165;
9.00646;2.11297;2.11375;7.60826;7.50826;
9.00647;2.10951;2.11031;7.58699;7.5048;
9.00648;2.106;2.10681;7.56535;7.50129;
9.00649;2.10246;2.10328;7.5434;7.49775;
9.0065;2.09889;2.09972;7.52124;7.49418;
9.00651;2.09531;2.09615;7.49896;7.4906;
9.00652;2.09174;2.09258;7.47664;7.48703;
9.00653;2.08819;2.08902;7.45437;7.48348;
9.00654;2.08467;2.0855;7.43224;7.47996;
9.00655;2.0812;2.08202;7.41034;7.47649;
9.00656;2.07779;2.0786;7.38875;7.47309;
9.00657;2.07446;2.07525;7.36756;7.46975;
9.00658;2.07121;2.07198;7.34685;7.4665;
9.00659;2.06806;2.06882;7.3267;7.46336;
9.0066;2.06503;2.06576;7.3072;7.46032;
9.00661;2.06212;2.06282;7.28842;7.45742;
9.00662;2.05935;2.06002;7.27043;7.45464;
9.00663;2.05672;2.05736;7.2533;7.45202;
9.00664;2.05426;2.05486;7.23711;7.44955;
9.00665;2.05196;2.05252;7.22192;7.44725;
9.00666;2.04983;2.05036;7.20778;7.44513;
9.00667;2.04789;2.04838;7.19476;7.44319;
9.00668;2.04615;2.04659;7.1829;7.44145;
9.00669;2.0446;2.045;7.17225;7.4399;
9.0067;2.04326;2.04361;7.16285;7.43856;
9.00671;2.04213;2.04243;7.15474;7.43743;
9.00672;2.04121;2.04146;7.14795;7.43652;
9.00673;2.04052;2.04072;7.14251;7.43582;
9.00674;2.04004;2.04019;7.13844;7.43535;
9.00675;2.03979;2.03989;7.13576;7.43509;
9.00676;2.03976;2.03981;7.13447;7.43507;
9.00677;2.03996;2.03995;7.13459;7.43527;
9.00678;2.04038;2.04032;7.1361;7.43569;
9.00679;2.04103;2.04091;7.13901;7.43633;
9.0068;2.04189;2.04173;7.14331;7.4372;
9.00681;2.04297;2.04275;7.14897;7.43828;
9.00682;2.04426;2.04399;7.15598;7.43957;
9.00683;2.04576;2.04544;7.1643;7.44107;
9.00684;2.04746;2.04709;7.1739;7.44276;
9.00685;2.04935;2.04894;7.18476;7.44466;
9.00686;2.05143;2.05098;7.19681;7.44674;
9.00687;2.05369;2.05319;7.21002;7.449;
9.00688;2.05612;2.05558;7.22434;7.45143;
9.00689;2.0587;2.05813;7.2397;7.45401;
9.0069;2.06144;2.06083;7.25604;7.45675;
9.00691;2.06432;2.06367;7.27331;7.45963;
9.00692;2.06732;2.06664;7.29144;7.46263;
9.00693;2.07044;2.06973;7.31034;7.46576;
9.00694;2.07367;2.07293;7.32996;7.46898;
9.00695;2.07698;2.07622;7.3502;7.4723;
9.00696;2.08038;2.0796;7.37099;7.47569;
9.00697;2.08383;2.08304;7.39226;7.47915;
9.00698;2.08734;2.08653;7.4139;7.48265;
9.00699;2.09088;2.09006;7.43585;7.4862;
9.007;2.09445;2.09362;7.45801;7.48977;
9.00701;2.09803;2.0972;7.48029;7.49334;
9.00702;2.1016;2.10076;7.50261;7.49691;
9.00703;2.10515;2.10432;7.52488;7.50046;
9.00704;2.10867;2.10784;7.54701;7.50398;
9.00705;2.11214;2.11132;7.56891;7.50745;
9.00706;2.11555;2.11474;7.5905;7.51086;
9.00707;2.11888;2.11809;7.61169;7.5142;
9.00708;2.12213;2.12136;7.6324;7.51745;
9.00709;2.12528;2.12453;7.65255;7.52059;
9.0071;2.12831;2.12759;7.67205;7.52363;
9.00711;2.13122;2.13052;7.69083;7.52653;
9.00712;2.134;2.13333;7.70882;7.52931;
9.00713;2.13662;2.13598;7.72595;7.53193;
9.00714;2.13909;2.13849;7.74214;7.5344;
9.00715;2.14139;2.14082;7.75733;7.5367;
9.00716;2.14351;2.14299;7.77147;7.53882;
9.00717;2.14545;2.14497;7.78449;7.54076;
9.00718;2.1472;2.14676;7.79636;7.54251;
9.00719;2.14875;2.14835;7.80701;7.54406;
9.0072;2.15009;2.14974;7.8164;7.5454;
9.00721;2.15122;2.15092;7.82451;7.54653;
9.00722;2.15213;2.15188;7.8313;7.54744;
9.00723;2.15283;2.15263;7.83674;7.54814;
9.00724;2.15331;2.15316;7.84081;7.54861;
9.00725;2.15356;2.15346;7.84349;7.54886;
9.00726;2.15358;2.15354;7.84478;7.54889;
9.00727;2.15339;2.15339;7.84466;7.54869;
9.00728;2.15297;2.15303;7.84315;7.54827;
9.00729;2.15232;2.15243;7.84024;7.54763;
9.0073;2.15146;2.15162;7.83594;7.54676;
9.00731;2.15038;2.15059;7.83028;7.54568;
9.00732;2.14909;2.14935;7.82328;7.54439;
9.00733;2.14759;2.1479;7.81495;7.54289;
9.00734;2.14589;2.14625;7.80535;7.54119;
9.00735;2.144;2.14441;7.7945;7.5393;
9.00736;2.14192;2.14237;7.78244;7.53722;
9.00737;2.13966;2.14015;7.76923;7.53496;
9.00738;2.13723;2.13777;7.75492;7.53253;
9.00739;2.13464;2.13522;7.73955;7.52994;
9.0074;2.1319;2.13252;7.72321;7.5272;
9.00741;2.12902;2.12967;7.70594;7.52432;
9.00742;2.12602;2.1267;7.68781;7.52132;
9.00743;2.1229;2.12361;7.66891;7.5182;
9.00744;2.11967;2.12041;7.64929;7.51497;
9.00745;2.11636;2.11712;7.62905;7.51166;
9.00746;2.11296;2.11374;7.60826;7.50826;
9.00747;2.10951;2.1103;7.58699;7.50481;
9.00748;2.106;2.10681;7.56535;7.5013;
9.00749;2.10245;2.10328;7.5434;7.49775;
9.0075;2.09889;2.09972;7.52124;7.49419;
9.00751;2.09531;2.09614;7.49896;7.49061;
9.00752;2.09174;2.09257;7.47664;7.48704;
9.00753;2.08819;2.08902;7.45437;7.48349;
9.00754;2.08467;2.0855;7.43224;7.47997;
9.00755;2.0812;2.08202;7.41034;7.4765;
9.00756;2.07779;2.0786;7.38875;7.47309;
9.00757;2.07446;2.07525;7.36756;7.46976;
9.00758;2.07121;2.07198;7.34685;7.46651;
9.00759;2.06806;2.06881;7.3267;7.46336;
9.0076;2.06503;2.06575;7.3072;7.46033;
9.00761;2.06212;2.06282;7.28842;7.45742;
9.00762;2.05935;2.06002;7.27043;7.45465;
9.00763;2.05672;2.05736;7.2533;7.45202;
9.00764;2.05425;2.05486;7.23711;7.44956;
9.00765;2.05195;2.05252;7.22192;7.44726;
9.00766;2.04983;2.05036;7.20778;7.44514;
9.00767;2.04789;2.04838;7.19476;7.4432;
9.00768;2.04615;2.04659;7.1829;7.44145;
9.00769;2.0446;2.04499;7.17225;7.43991;
9.0077;2.04326;2.04361;7.16285;7.43857;
9.00771;2.04213;2.04243;7.15474;7.43744;
9.00772;2.04121;2.04146;7.14795;7.43652;
9.00773;2.04052;2.04071;7.14251;7.43582;
9.00774;2.04004;2.04019;7.13844;7.43535;
9.00775;2.03979;2.03989;7.13576;7.4351;
9.00776;2.03976;2.03981;7.13447;7.43507;
9.00777;2.03996;2.03995;7.13459;7.43527;
9.00778;2.04038;2.04032;7.1361;7.43569;
9.00779;2.04102;2.04091;7.13901;7.43634;
9.0078;2.04189;2.04172;7.14331;7.4372;
9.00781;2.04297;2.04275;7.14897;7.43828;
9.00782;2.04426;2.04399;7.15598;7.43957;
9.00783;2.04576;2.04544;7.1643;7.44107;
9.00784;2.04745;2.04709;7.1739;7.44277;
9.00785;2.04935;2.04894;7.18476;7.44466;
9.00786;2.05143;2.05097;7.19681;7.44674;
9.00787;2.05368;2.05319;7.21002;7.449;
9.00788;2.05611;2.05557;7.22434;7.45143;
9.00789;2.0587;2.05812;7.2397;7.45402;
9.0079;2.06144;2.06082;7.25604;7.45676;
9.00791;2.06432;2.06367;7.27331;7.45964;
9.00792;2.06732;2.06664;7.29144;7.46264;
9.00793;2.07044;2.06973;7.31034;7.46576;
9.00794;2.07367;2.07293;7.32996;7.46899;
9.00795;2.07698;2.07622;7.3502;7.4723;
9.00796;2.08037;2.07959;7.37099;7.47569;
9.00797;2.08383;2.08303;7.39226;7.47915;
9.00798;2.08734;2.08653;7.4139;7.48266;
9.00799;2.09088;2.09006;7.43585;7.4862;
9.008;2.09445;2.09362;7.45801;7.48977;
9.00801;2.09803;2.09719;7.48029;7.49335;
9.00802;2.1016;2.10076;7.50261;7.49692;
9.00803;2.10515;2.10432;7.52488;7.50047;
9.00804;2.10867;2.10784;7.54701;7.50399;
9.00805;2.11214;2.11132;7.56891;7.50746;
9.00806;2.11555;2.11474;7.5905;7.51087;
9.00807;2.11888;2.11809;7.61169;7.5142;
9.00808;2.12213;2.12136;7.6324;7.51745;
9.00809;2.12528;2.12453;7.65255;7.5206;
9.0081;2.12831;2.12758;7.67205;7.52363;
9.00811;2.13122;2.13052;7.69083;7.52654;
9.00812;2.13399;2.13332;7.70882;7.52931;
9.00813;2.13662;2.13598;7.72595;7.53194;
9.00814;2.13909;2.13848;7.74214;7.53441;
9.00815;2.14139;2.14082;7.75733;7.53671;
9.00816;2.14351;2.14299;7.77147;7.53883;
9.00817;2.14545;2.14497;7.78449;7.54077;
9.00818;2.1472;2.14676;7.79636;7.54251;
9.00819;2.14874;2.14835;7.80701;7.54406;
9.0082;2.15009;2.14974;7.8164;7.5454;
9.00821;2.15122;2.15092;7.82451;7.54653;
9.00822;2.15213;2.15188;7.8313;7.54745;
9.00823;2.15283;2.15263;7.83674;7.54814;
9.00824;2.1533;2.15316;7.84081;7.54862;
9.00825;2.15355;2.15346;7.84349;7.54887;
9.00826;2.15358;2.15354;7.84478;7.5489;
9.00827;2.15338;2.15339;7.84466;7.5487;
9.00828;2.15296;2.15302;7.84315;7.54828;
9.00829;2.15232;2.15243;7.84024;7.54763;
9.0083;2.15146;2.15162;7.83594;7.54677;
9.00831;2.15038;2.15059;7.83028;7.54569;
9.00832;2.14908;2.14935;7.82328;7.5444;
9.00833;2.14759;2.1479;7.81495;7.5429;
9.00834;2.14589;2.14625;7.80535;7.5412;
9.00835;2.14399;2.1444;7.7945;7.5393;
9.00836;2.14191;2.14237;7.78244;7.53722;
9.00837;2.13965;2.14015;7.76923;7.53496;
9.00838;2.13723;2.13776;7.75492;7.53253;
9.00839;2.13464;2.13521;7.73955;7.52995;
9.0084;2.1319;2.13251;7.72321;7.52721;
9.00841;2.12902;2.12967;7.70594;7.52433;
9.00842;2.12602;2.1267;7.68781;7.52132;
9.00843;2.1229;2.1236;7.66891;7.5182;
9.00844;2.11967;2.12041;7.64929;7.51498;
9.00845;2.11636;2.11711;7.62905;7.51166;
9.00846;2.11296;2.11374;7.60826;7.50827;
9.00847;2.1095;2.1103;7.58699;7.50481;
9.00848;2.106;2.10681;7.56535;7.5013;
9.00849;2.10245;2.10327;7.5434;7.49776;
9.0085;2.09888;2.09971;7.52124;7.49419;
9.00851;2.09531;2.09614;7.49896;7.49062;
9.00852;2.09174;2.09257;7.47664;7.48704;
9.00853;2.08819;2.08902;7.45437;7.48349;
9.00854;2.08467;2.08549;7.43224;7.47998;
9.00855;2.0812;2.08202;7.41034;7.47651;
9.00856;2.07779;2.07859;7.38875;7.4731;
9.00857;2.07445;2.07524;7.36756;7.46976;
9.00858;2.07121;2.07198;7.34685;7.46651;
9.00859;2.06806;2.06881;7.3267;7.46337;
9.0086;2.06503;2.06575;7.3072;7.46034;
9.00861;2.06212;2.06282;7.28842;7.45743;
9.00862;2.05934;2.06001;7.27043;7.45465;
9.00863;2.05672;2.05736;7.2533;7.45203;
9.00864;2.05425;2.05485;7.23711;7.44956;
9.00865;2.05195;2.05252;7.22192;7.44726;
9.00866;2.04983;2.05035;7.20778;7.44514;
9.00867;2.04789;2.04837;7.19476;7.4432;
9.00868;2.04614;2.04658;7.1829;7.44146;
9.00869;2.0446;2.04499;7.17225;7.43991;
9.0087;2.04326;2.0436;7.16285;7.43857;
9.00871;2.04212;2.04242;7.15474;7.43744;
9.00872;2.04121;2.04146;7.14795;7.43653;
9.00873;2.04051;2.04071;7.14251;7.43583;
9.00874;2.04004;2.04019;7.13844;7.43536;
9.00875;2.03979;2.03988;7.13576;7.43511;
9.00876;2.03976;2.0398;7.13447;7.43508;
9.00877;2.03996;2.03995;7.13459;7.43528;
9.00878;2.04038;2.04032;7.1361;7.4357;
9.00879;2.04102;2.04091;7.13901;7.43634;
9.0088;2.04188;2.04172;7.14331;7.43721;
9.00881;2.04296;2.04275;7.14897;7.43829;
9.00882;2.04425;2.04399;7.15598;7.43958;
9.00883;2.04575;2.04544;7.1643;7.44108;
9.00884;2.04745;2.04709;7.1739;7.44278;
9.00885;2.04934;2.04894;7.18476;7.44467;
9.00886;2.05142;2.05097;7.19681;7.44675;
9.00887;2.05368;2.05319;7.21002;7.44901;
9.00888;2.05611;2.05557;7.22434;7.45144;
9.00889;2.0587;2.05812;7.2397;7.45402;
9.0089;2.06144;2.06082;7.25604;7.45676;
9.00891;2.06431;2.06366;7.27331;7.45964;
9.00892;2.06732;2.06664;7.29144;7.46265;
9.00893;2.07044;2.06973;7.31034;7.46577;
9.00894;2.07366;2.07293;7.32996;7.46899;
9.00895;2.07698;2.07622;7.3502;7.47231;
9.00896;2.08037;2.07959;7.37099;7.4757;
9.00897;2.08383;2.08303;7.39226;7.47916;
9.00898;2.08733;2.08652;7.4139;7.48266;
9.00899;2.09088;2.09006;7.43585;7.48621;
9.009;2.09445;2.09362;7.45801;7.48978;
9.00901;2.09802;2.09719;7.48029;7.49335;
9.00902;2.10159;2.10076;7.50261;7.49692;
9.00903;2.10515;2.10431;7.52488;7.50048;
9.00904;2.10866;2.10784;7.54701;7.50399;
9.00905;2.11213;2.11132;7.56891;7.50746;
9.00906;2.11554;2.11474;7.5905;7.51087;
9.00907;2.11888;2.11809;7.61169;7.51421;
9.00908;2.12213;2.12135;7.6324;7.51746;
9.00909;2.12527;2.12452;7.65255;7.5206;
9.0091;2.12831;2.12758;7.67205;7.52364;
9.00911;2.13122;2.13052;7.69083;7.52655;
9.00912;2.13399;2.13332;7.70882;7.52932;
9.00913;2.13662;2.13598;7.72595;7.53194;
9.00914;2.13908;2.13848;7.74214;7.53441;
9.00915;2.14138;2.14082;7.75733;7.53671;
9.00916;2.14351;2.14298;7.77147;7.53883;
9.00917;2.14545;2.14496;7.78449;7.54077;
9.00918;2.14719;2.14675;7.79636;7.54252;
9.00919;2.14874;2.14835;7.80701;7.54407;
9.0092;2.15008;2.14973;7.8164;7.54541;
9.00921;2.15121;2.15091;7.82451;7.54654;
9.00922;2.15213;2.15188;7.8313;7.54745;
9.00923;2.15283;2.15263;7.83674;7.54815;
9.00924;2.1533;2.15315;7.84081;7.54862;
9.00925;2.15355;2.15346;7.84349;7.54887;
9.00926;2.15358;2.15354;7.84478;7.5489;
9.00927;2.15338;2.15339;7.84466;7.5487;
9.00928;2.15296;2.15302;7.84315;7.54828;
9.00929;2.15232;2.15243;7.84024;7.54764;
9.0093;2.15145;2.15162;7.83594;7.54677;
9.00931;2.15037;2.15059;7.83028;7.54569;
9.00932;2.14908;2.14935;7.82328;7.5444;
9.00933;2.14758;2.1479;7.81495;7.5429;
9.00934;2.14588;2.14625;7.80535;7.5412;
9.00935;2.14399;2.1444;7.7945;7.53931;
9.00936;2.14191;2.14236;7.78244;7.53723;
9.00937;2.13965;2.14015;7.76923;7.53497;
9.00938;2.13722;2.13776;7.75492;7.53254;
9.00939;2.13463;2.13521;7.73955;7.52995;
9.0094;2.1319;2.13251;7.72321;7.52721;
9.00941;2.12902;2.12967;7.70594;7.52433;
9.00942;2.12601;2.12669;7.68781;7.52133;
9.00943;2.12289;2.1236;7.66891;7.51821;
9.00944;2.11967;2.1204;7.64929;7.51498;
9.00945;2.11635;2.11711;7.62905;7.51167;
9.00946;2.11296;2.11374;7.60826;7.50827;
9.00947;2.1095;2.1103;7.58699;7.50482;
9.00948;2.10599;2.1068;7.56535;7.50131;
9.00949;2.10245;2.10327;7.5434;7.49776;
9.0095;2.09888;2.09971;7.52124;7.4942;
9.00951;2.09531;2.09614;7.49896;7.49062;
9.00952;2.09173;2.09257;7.47664;7.48705;
9.00953;2.08818;2.08902;7.45437;7.4835;
9.00954;2.08466;2.08549;7.43224;7.47998;
9.00955;2.08119;2.08201;7.41034;7.47651;
9.00956;2.07778;2.07859;7.38875;7.4731;
9.00957;2.07445;2.07524;7.36756;7.46977;
9.00958;2.0712;2.07198;7.34685;7.46652;
9.00959;2.06806;2.06881;7.3267;7.46337;
9.0096;2.06502;2.06575;7.3072;7.46034;
9.00961;2.06211;2.06281;7.28842;7.45743;
9.00962;2.05934;2.06001;7.27043;7.45466;
9.00963;2.05672;2.05735;7.2533;7.45204;
9.00964;2.05425;2.05485;7.23711;7.44957;
9.00965;2.05195;2.05251;7.22192;7.44727;
9.00966;2.04983;2.05035;7.20778;7.44515;
9.00967;2.04789;2.04837;7.19476;7.44321;
9.00968;2.04614;2.04658;7.1829;7.44146;
9.00969;2.04459;2.04499;7.17225;7.43992;
9.0097;2.04325;2.0436;7.16285;7.43858;
9.00971;2.04212;2.04242;7.15474;7.43745;
9.00972;2.04121;2.04146;7.14795;7.43653;
9.00973;2.04051;2.04071;7.14251;7.43584;
9.00974;2.04004;2.04018;7.13844;7.43536;
9.00975;2.03978;2.03988;7.13576;7.43511;
9.00976;2.03976;2.0398;7.13447;7.43508;
9.00977;2.03995;2.03995;7.13459;7.43528;
9.00978;2.04038;2.04032;7.1361;7.4357;
9.00979;2.04102;2.04091;7.13901;7.43635;
9.0098;2.04188;2.04172;7.14331;7.43721;
9.00981;2.04296;2.04275;7.14897;7.43829;
9.00982;2.04425;2.04399;7.15598;7.43958;
9.00983;2.04575;2.04544;7.1643;7.44108;
9.00984;2.04745;2.04709;7.1739;7.44278;
9.00985;2.04934;2.04893;7.18476;7.44467;
9.00986;2.05142;2.05097;7.19681;7.44675;
9.00987;2.05368;2.05318;7.21002;7.44901;
9.00988;2.05611;2.05557;7.22434;7.45144;
9.00989;2.0587;2.05812;7.2397;7.45403;
9.0099;2.06143;2.06082;7.25604;7.45677;
9.00991;2.06431;2.06366;7.27331;7.45965;
9.00992;2.06732;2.06664;7.29144;7.46265;
9.00993;2.07044;2.06973;7.31034;7.46577;
9.00994;2.07366;2.07292;7.32996;7.469;
9.00995;2.07697;2.07622;7.3502;7.47231;
9.00996;2.08037;2.07959;7.37099;7.4757;
9.00997;2.08382;2.08303;7.39226;7.47916;
9.00998;2.08733;2.08652;7.4139;7.48267;
9.00999;2.09088;2.09006;7.43585;7.48621;
9.01;2.09444;2.09362;7.45801;7.48978;
9.01001;2.09802;2.09719;7.48029;7.49336;
9.01002;2.10159;2.10076;7.50261;7.49693;
9.01003;2.10514;2.10431;7.52488;7.50048;
9.01004;2.10866;2.10783;7.54701;7.504;
9.01005;2.11213;2.11131;7.56891;7.50747;
9.01006;2.11554;2.11474;7.5905;7.51088;
9.01007;2.11888;2.11809;7.61169;7.51421;
9.01008;2.12212;2.12135;7.6324;7.51746;
9.01009;2.12527;2.12452;7.65255;7.52061;
9.0101;2.12831;2.12758;7.67205;7.52364;
9.01011;2.13121;2.13051;7.69083;7.52655;
9.01012;2.13399;2.13332;7.70882;7.52932;
9.01013;2.13661;2.13598;7.72595;7.53195;
9.01014;2.13908;2.13848;7.74214;7.53442;
9.01015;2.14138;2.14082;7.75733;7.53672;
9.01016;2.14351;2.14298;7.77147;7.53884;
9.01017;2.14544;2.14496;7.78449;7.54078;
9.01018;2.14719;2.14675;7.79636;7.54252;
9.01019;2.14874;2.14834;7.80701;7.54407;
9.0102;2.15008;2.14973;7.8164;7.54541;
9.01021;2.15121;2.15091;7.82451;7.54654;
9.01022;2.15213;2.15188;7.8313;7.54746;
9.01023;2.15282;2.15262;7.83674;7.54815;
9.01024;2.1533;2.15315;7.84081;7.54863;
9.01025;2.15355;2.15345;7.84349;7.54888;
9.01026;2.15358;2.15353;7.84478;7.54891;
9.01027;2.15338;2.15339;7.84466;7.54871;
9.01028;2.15296;2.15302;7.84315;7.54829;
9.01029;2.15231;2.15243;7.84024;7.54764;
9.0103;2.15145;2.15162;7.83594;7.54678;
9.01031;2.15037;2.15059;7.83028;7.5457;
9.01032;2.14908;2.14935;7.82328;7.54441;
9.01033;2.14758;2.1479;7.81495;7.54291;
9.01034;2.14588;2.14624;7.80535;7.54121;
9.01035;2.14399;2.1444;7.7945;7.53931;
9.01036;2.14191;2.14236;7.78244;7.53723;
9.01037;2.13965;2.14015;7.76923;7.53497;
9.01038;2.13722;2.13776;7.75492;7.53255;
9.01039;2.13463;2.13521;7.73955;7.52996;
9.0104;2.13189;2.13251;7.72321;7.52722;
9.01041;2.12902;2.12966;7.70594;7.52434;
9.01042;2.12601;2.12669;7.68781;7.52133;
9.01043;2.12289;2.1236;7.66891;7.51821;
9.01044;2.11967;2.1204;7.64929;7.51499;
9.01045;2.11635;2.11711;7.62905;7.51167;
9.01046;2.11296;2.11374;7.60826;7.50828;
9.01047;2.1095;2.1103;7.58699;7.50482;
9.01048;2.10599;2.1068;7.56535;7.50131;
9.01049;2.10245;2.10327;7.5434;7.49777;
9.0105;2.09888;2.09971;7.52124;7.4942;
9.01051;2.0953;2.09614;7.49896;7.49063;
9.01052;2.09173;2.09257;7.47664;7.48706;
9.01053;2.08818;2.08901;7.45437;7.4835;
9.01054;2.08466;2.08549;7.43224;7.47999;
9.01055;2.08119;2.08201;7.41034;7.47652;
9.01056;2.07778;2.07859;7.38875;7.47311;
9.01057;2.07445;2.07524;7.36756;7.46977;
9.01058;2.0712;2.07197;7.34685;7.46653;
9.01059;2.06805;2.06881;7.3267;7.46338;
9.0106;2.06502;2.06575;7.3072;7.46035;
9.01061;2.06211;2.06281;7.28842;7.45744;
9.01062;2.05934;2.06001;7.27043;7.45467;
9.01063;2.05671;2.05735;7.2533;7.45204;
9.01064;2.05425;2.05485;7.23711;7.44957;
9.01065;2.05195;2.05251;7.22192;7.44727;
9.01066;2.04982;2.05035;7.20778;7.44515;
9.01067;2.04788;2.04837;7.19476;7.44321;
9.01068;2.04614;2.04658;7.1829;7.44147;
